id,book,par_num,100,class,title,text
NULL,p209,1322,100,centered,,
NULL,p209,1323,4,subhead,6. Amūlakasikkhāpadavaṇṇanā,
NULL,p209,1324,100,bodytext,,
NULL,p209,1325,100,centered,,
NULL,p209,1326,4,subhead,7. Sañciccasikkhāpadavaṇṇanā,
NULL,p209,1327,100,bodytext,,
NULL,p209,1328,100,centered,,
NULL,p209,1329,4,subhead,8. Upassutisikkhāpadavaṇṇanā,
NULL,p209,1330,100,bodytext,,
NULL,p209,1331,100,centered,,
NULL,p209,1332,4,subhead,9. Kammapaṭibāhanasikkhāpadavaṇṇanā,
NULL,p209,1333,100,bodytext,,
NULL,p209,1334,100,centered,,
NULL,p209,1335,4,subhead,10. Chandaṃadatvāgamanasikkhāpadavaṇṇanā,
NULL,p209,1336,100,bodytext,,
NULL,p209,1337,100,centered,,
NULL,p209,1338,4,subhead,11. Dubbalasikkhāpadavaṇṇanā,
NULL,p209,1339,100,bodytext,,
NULL,p209,1340,100,centered,,
NULL,p209,1341,4,subhead,12. Pariṇāmanasikkhāpadavaṇṇanā,
NULL,p209,1342,100,bodytext,,
NULL,p209,1343,100,centered,,
NULL,p209,1344,100,centered,,
NULL,p209,1345,3,title,9. Ratanavaggo,
NULL,p209,1346,4,subhead,1. Antepurasikkhāpadavaṇṇanā,
NULL,p209,1347,100,bodytext,,
NULL,p209,1348,100,bodytext,,
NULL,p209,1349,100,bodytext,,
NULL,p209,1350,100,centered,,
NULL,p209,1351,4,subhead,2. Ratanasikkhāpadavaṇṇanā,
NULL,p209,1352,100,bodytext,,
NULL,p209,1353,100,bodytext,,
NULL,p209,1354,100,centered,,
NULL,p209,1355,4,subhead,3. Vikālagāmappavisanasikkhāpadavaṇṇanā,
NULL,p209,1356,100,bodytext,,
NULL,p209,1357,100,centered,,
NULL,p209,1358,4,subhead,4. Sūcigharasikkhāpadavaṇṇanā,
NULL,p209,1359,100,bodytext,,
NULL,p209,1360,100,bodytext,,
NULL,p209,1361,100,centered,,
NULL,p209,1362,4,subhead,5. Mañcasikkhāpadavaṇṇanā,
NULL,p209,1363,100,bodytext,,
NULL,p209,1364,100,centered,,
NULL,p209,1365,4,subhead,6. Tūlonaddhasikkhāpadavaṇṇanā,
NULL,p209,1366,100,bodytext,,
NULL,p209,1367,100,centered,,
NULL,p209,1368,4,subhead,7. Nisīdanasikkhāpadavaṇṇanā,
NULL,p209,1369,100,bodytext,,
NULL,p209,1370,100,centered,,
NULL,p209,1371,4,subhead,8. Kaṇḍupaṭicchādisikkhāpadavaṇṇanā,
NULL,p209,1372,100,bodytext,,
NULL,p209,1373,100,centered,,
NULL,p209,1374,4,subhead,9. Vassikasāṭikasikkhāpadavaṇṇanā,
NULL,p209,1375,100,bodytext,,
NULL,p209,1376,100,centered,,
NULL,p209,1377,4,subhead,10. Nandattherasikkhāpadavaṇṇanā,
NULL,p209,1378,100,bodytext,,
NULL,p209,1379,100,centered,,
NULL,p209,1380,100,centered,,
NULL,p209,1381,100,centered,,
NULL,p209,1382,4,subhead,6. Pāṭidesanīyakaṇḍo,
NULL,p209,1383,4,subhead,1. Paṭhamapāṭidesanīyasikkhāpadavaṇṇanā,
NULL,p209,1384,100,bodytext,,
NULL,p209,1385,100,centered,,
NULL,p209,1386,4,subhead,2. Dutiyapāṭidesanīyasikkhāpadavaṇṇanā,
NULL,p209,1387,100,bodytext,,
NULL,p209,1388,100,centered,,
NULL,p209,1389,100,bodytext,,
NULL,p209,1390,100,centered,,
NULL,p209,1391,4,subhead,7. Sekhiyakaṇḍo,
NULL,p209,1392,4,subhead,1. Parimaṇḍalavaggavaṇṇanā,
NULL,p209,1393,100,bodytext,,
NULL,p209,1394,100,bodytext,,
NULL,p209,1395,100,bodytext,,
NULL,p209,1396,100,centered,,
NULL,p209,1397,4,subhead,2. Ujjagghikavaggavaṇṇanā,
NULL,p209,1398,100,bodytext,,
NULL,p209,1399,100,bodytext,,
NULL,p209,1400,100,centered,,
NULL,p209,1401,4,subhead,3. Khambhakatavaggavaṇṇanā,
NULL,p209,1402,100,bodytext,,
NULL,p209,1403,100,bodytext,,
NULL,p209,1404,100,centered,,
NULL,p209,1405,4,subhead,4. Sakkaccavaggavaṇṇanā,
NULL,p209,1406,100,bodytext,,
NULL,p209,1407,100,centered,,
NULL,p209,1408,4,subhead,5. Kabaḷavaggavaṇṇanā,
NULL,p209,1409,100,bodytext,,
NULL,p209,1410,100,bodytext,,
NULL,p209,1411,100,centered,,
NULL,p209,1412,4,subhead,6. Surusuruvaggavaṇṇanā,
NULL,p209,1413,100,bodytext,,
NULL,p209,1414,100,bodytext,,
NULL,p209,1415,100,bodytext,,
NULL,p209,1416,100,bodytext,,
NULL,p209,1417,100,centered,,
NULL,p209,1418,4,subhead,7. Pādukavaggavaṇṇanā,
NULL,p209,1419,100,bodytext,,
NULL,p209,1420,100,gathalast,,
NULL,p209,1421,100,bodytext,,
NULL,p209,1422,100,bodytext,,
NULL,p209,1423,100,centered,,
NULL,p209,1424,4,subhead,Pakiṇṇakavaṇṇanā,
NULL,p209,1425,100,bodytext,,
NULL,p209,1426,100,centered,,
NULL,p209,1427,100,centered,,
NULL,p209,1428,4,subhead,8. Sattādhikaraṇasamathavaṇṇanā,
NULL,p209,1429,100,bodytext,,
NULL,p209,1430,100,centered,,
NULL,p209,1431,100,centered,,
NULL,p209,1432,100,centered,,
NULL,p209,1433,1,book,Bhikkhunīvibhaṅgavaṇṇanā,比库尼分别详解
NULL,p209,1434,4,subhead,1. Pārājikakaṇḍavaṇṇanā,
NULL,p209,1435,3,title,Ganthārambhavaṇṇanā,
NULL,p209,1436,100,gatha1,,
NULL,p209,1437,100,gathalast,,
NULL,p209,1438,100,bodytext,,
NULL,p209,1439,100,centered,,
NULL,p209,1440,4,subhead,1. Paṭhamapārājikasikkhāpadavaṇṇanā,
NULL,p209,1441,100,bodytext,,
NULL,p209,1442,100,bodytext,,
NULL,p209,1443,100,gatha1,,
NULL,p209,1444,100,gatha2,,
NULL,p209,1445,100,gatha3,,
NULL,p209,1446,100,gathalast,,
NULL,p209,1447,100,bodytext,,
NULL,p209,1448,100,bodytext,,
NULL,p209,1449,100,bodytext,,
NULL,p209,1450,100,centered,,
NULL,p209,1451,4,subhead,2. Dutiyapārājikasikkhāpadavaṇṇanā,
NULL,p209,1452,100,bodytext,,
NULL,p209,1453,100,bodytext,,
NULL,p209,1454,100,centered,,
NULL,p209,1455,4,subhead,3. Tatiyapārājikasikkhāpadavaṇṇanā,
NULL,p209,1456,100,bodytext,,
NULL,p209,1457,100,centered,,
NULL,p209,1458,4,subhead,4. Catutthapārājikasikkhāpadavaṇṇanā,
NULL,p209,1459,100,bodytext,,
NULL,p209,1460,100,bodytext,,
NULL,p209,1461,100,centered,,
NULL,p209,1462,100,centered,,
NULL,p209,1463,4,subhead,2. Saṅghādisesakaṇḍavaṇṇanā,
NULL,p209,1464,4,subhead,1. Paṭhamasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1465,100,bodytext,,
NULL,p209,1466,100,centered,,
NULL,p209,1467,4,subhead,2. Dutiyasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1468,100,bodytext,,
NULL,p209,1469,100,centered,,
NULL,p209,1470,4,subhead,3. Tatiyasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1471,100,bodytext,,
NULL,p209,1472,100,bodytext,,
NULL,p209,1473,100,bodytext,,
NULL,p209,1474,100,bodytext,,
NULL,p209,1475,100,bodytext,,
NULL,p209,1476,100,centered,,
NULL,p209,1477,4,subhead,4. Catutthasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1478,100,bodytext,,
NULL,p209,1479,100,bodytext,,
NULL,p209,1480,100,centered,,
NULL,p209,1481,4,subhead,5. Pañcamasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1482,100,bodytext,,
NULL,p209,1483,100,centered,,
NULL,p209,1484,4,subhead,6. Chaṭṭhasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1485,100,bodytext,,
NULL,p209,1486,100,centered,,
NULL,p209,1487,4,subhead,7. Sattamasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1488,100,bodytext,,
NULL,p209,1489,100,centered,,
NULL,p209,1490,4,subhead,8. Aṭṭhamasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1491,100,bodytext,,
NULL,p209,1492,100,centered,,
NULL,p209,1493,4,subhead,9. Navamasaṅghādisesasikkhāpadavaṇṇanā,
NULL,p209,1494,100,bodytext,,
NULL,p209,1495,100,centered,,
NULL,p209,1496,100,centered,,
NULL,p209,1497,4,subhead,3. Nissaggiyakaṇḍavaṇṇanā,
NULL,p209,1498,4,subhead,1. Paṭhamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1499,100,bodytext,,
NULL,p209,1500,4,subhead,2. Dutiyanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1501,100,bodytext,,
NULL,p209,1502,100,bodytext,,
NULL,p209,1503,100,centered,,
NULL,p209,1504,4,subhead,3. Tatiyanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1505,100,bodytext,,
NULL,p209,1506,100,centered,,
NULL,p209,1507,4,subhead,4. Catutthanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1508,100,bodytext,,
NULL,p209,1509,100,centered,,
NULL,p209,1510,4,subhead,5. Pañcamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1511,100,bodytext,,
NULL,p209,1512,100,centered,,
NULL,p209,1513,4,subhead,6. Chaṭṭhanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1514,100,bodytext,,
NULL,p209,1515,100,centered,,
NULL,p209,1516,4,subhead,7. Sattamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1517,100,bodytext,,
NULL,p209,1518,100,bodytext,,
NULL,p209,1519,100,centered,,
NULL,p209,1520,4,subhead,8. Aṭṭhamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1521,100,bodytext,,
NULL,p209,1522,100,centered,,
NULL,p209,1523,4,subhead,9. Navamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1524,100,bodytext,,
NULL,p209,1525,100,centered,,
NULL,p209,1526,4,subhead,10. Dasamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1527,100,bodytext,,
NULL,p209,1528,100,centered,,
NULL,p209,1529,4,subhead,11. Ekādasamanissaggiyapācittiyasikkhāpadavaṇṇanā,
NULL,p209,1530,100,bodytext,,
NULL,p209,1531,100,centered,,
NULL,p209,1532,100,centered,,
NULL,p209,1533,100,centered,,
NULL,p209,1534,4,subhead,4. Pācittiyakaṇḍavaṇṇanā,
NULL,p209,1535,3,title,1. Lasuṇavaggo,
NULL,p209,1536,4,subhead,1. Paṭhamalasuṇasikkhāpadavaṇṇanā,
NULL,p209,1537,100,bodytext,,
NULL,p209,1538,100,centered,,
NULL,p209,1539,4,subhead,2. Dutiyasikkhāpadavaṇṇanā,
NULL,p209,1540,100,bodytext,,
NULL,p209,1541,100,centered,,
NULL,p209,1542,100,bodytext,,
NULL,p209,1543,4,subhead,5. Pañcamasikkhāpadavaṇṇanā,
NULL,p209,1544,100,bodytext,,
NULL,p209,1545,100,centered,,
NULL,p209,1546,100,bodytext,,
NULL,p209,1547,4,subhead,7. Sattamasikkhāpadavaṇṇanā,
NULL,p209,1548,100,bodytext,,
NULL,p209,1549,100,bodytext,,
NULL,p209,1550,100,centered,,
NULL,p209,1551,4,subhead,8. Aṭṭhamasikkhāpadavaṇṇanā,
NULL,p209,1552,100,bodytext,,
NULL,p209,1553,100,bodytext,,
NULL,p209,1554,100,centered,,
NULL,p209,1555,4,subhead,9. Navamasikkhāpadavaṇṇanā,
NULL,p209,1556,100,bodytext,,
NULL,p209,1557,100,centered,,
NULL,p209,1558,4,subhead,10. Dasamasikkhāpadavaṇṇanā,
NULL,p209,1559,100,bodytext,,
NULL,p209,1560,100,bodytext,,
NULL,p209,1561,100,bodytext,,
NULL,p209,1562,100,centered,,
NULL,p209,1563,100,centered,,
NULL,p209,1564,3,title,2. Andhakāravaggavaṇṇanā,
NULL,p209,1565,4,subhead,1. Paṭhamasikkhāpadavaṇṇanā,
NULL,p209,1566,100,bodytext,,
NULL,p209,1567,100,centered,,
NULL,p209,1568,4,subhead,2-3-4. Dutiyatatiyacatutthasikkhāpadavaṇṇanā,
NULL,p209,1569,100,bodytext,,
NULL,p209,1570,100,bodytext,,
NULL,p209,1571,100,centered,,
NULL,p209,1572,4,subhead,5. Pañcamasikkhāpadavaṇṇanā,
NULL,p209,1573,100,bodytext,,
NULL,p209,1574,100,centered,,
NULL,p209,1575,4,subhead,6. Chaṭṭhasikkhāpadavaṇṇanā,
NULL,p209,1576,100,bodytext,,
NULL,p209,1577,100,centered,,
NULL,p209,1578,4,subhead,7. Sattamasikkhāpadavaṇṇanā,
NULL,p209,1579,100,bodytext,,
NULL,p209,1580,100,centered,,
NULL,p209,1581,4,subhead,8. Aṭṭhamasikkhāpadavaṇṇanā,
NULL,p209,1582,100,bodytext,,
NULL,p209,1583,100,centered,,
NULL,p209,1584,4,subhead,9. Navamasikkhāpadavaṇṇanā,
NULL,p209,1585,100,bodytext,,
NULL,p209,1586,100,centered,,
NULL,p209,1587,4,subhead,10. Dasamasikkhāpadavaṇṇanā,
NULL,p209,1588,100,bodytext,,
NULL,p209,1589,100,centered,,
NULL,p209,1590,100,centered,,
NULL,p209,1591,3,title,3. Naggavaggavaṇṇanā,
NULL,p209,1592,4,subhead,1-2. Paṭhamadutiyasikkhāpadavaṇṇanā,
NULL,p209,1593,100,bodytext,,
NULL,p209,1594,100,centered,,
NULL,p209,1595,4,subhead,3. Tatiyasikkhāpadavaṇṇanā,
NULL,p209,1596,100,bodytext,,
NULL,p209,1597,100,centered,,
NULL,p209,1598,4,subhead,4. Catutthasikkhāpadavaṇṇanā,
NULL,p209,1599,100,bodytext,,
NULL,p209,1600,100,centered,,
NULL,p209,1601,4,subhead,5. Pañcamasikkhāpadavaṇṇanā,
NULL,p209,1602,100,bodytext,,
NULL,p209,1603,100,centered,,
NULL,p209,1604,100,bodytext,,
NULL,p209,1605,4,subhead,8. Aṭṭhamasikkhāpadavaṇṇanā,
NULL,p209,1606,100,bodytext,,
NULL,p209,1607,100,centered,,
NULL,p209,1608,4,subhead,9. Navamasikkhāpadavaṇṇanā,
NULL,p209,1609,100,bodytext,,
NULL,p209,1610,100,centered,,
NULL,p209,1611,4,subhead,10. Dasamasikkhāpadavaṇṇanā,
NULL,p209,1612,100,bodytext,,
NULL,p209,1613,100,centered,,
NULL,p209,1614,100,centered,,
NULL,p209,1615,3,title,4. Tuvaṭṭavaggavaṇṇanā,
NULL,p209,1616,4,subhead,1. Paṭhamasikkhāpadavaṇṇanā,
NULL,p209,1617,100,bodytext,,
NULL,p209,1618,100,centered,,
NULL,p209,1619,4,subhead,2. Dutiyasikkhāpadavaṇṇanā,
NULL,p209,1620,100,bodytext,,
NULL,p209,1621,100,centered,,
NULL,p209,1622,4,subhead,3. Tatiyasikkhāpadavaṇṇanā,
NULL,p209,1623,100,bodytext,,
NULL,p209,1624,100,centered,,
NULL,p209,1625,100,bodytext,,
NULL,p209,1626,4,subhead,6. Chaṭṭhasikkhāpadavaṇṇanā,
NULL,p209,1627,100,bodytext,,
NULL,p209,1628,100,centered,,
NULL,p209,1629,100,bodytext,,
NULL,p209,1630,4,subhead,9. Navamasikkhāpadavaṇṇanā,
NULL,p209,1631,100,bodytext,,
NULL,p209,1632,100,bodytext,,
NULL,p209,1633,100,bodytext,,
NULL,p209,1634,100,centered,,
NULL,p209,1635,4,subhead,10. Dasamasikkhāpadavaṇṇanā,
NULL,p209,1636,100,bodytext,,
NULL,p209,1637,100,centered,,
NULL,p209,1638,100,centered,,
NULL,p209,1639,3,title,5. Cittāgāravaggavaṇṇanā,
NULL,p209,1640,4,subhead,1. Paṭhamasikkhāpadavaṇṇanā,
NULL,p209,1641,100,bodytext,,
NULL,p209,1642,100,centered,,
NULL,p209,1643,4,subhead,2. Dutiyasikkhāpadavaṇṇanā,
NULL,p209,1644,100,bodytext,,
NULL,p209,1645,100,centered,,
NULL,p209,1646,4,subhead,3. Tatiyasikkhāpadavaṇṇanā,
NULL,p209,1647,100,bodytext,,
NULL,p209,1648,100,centered,,
NULL,p209,1649,4,subhead,4. Catutthasikkhāpadavaṇṇanā,
NULL,p209,1650,100,bodytext,,
NULL,p209,1651,100,centered,,
NULL,p209,1652,100,bodytext,,
NULL,p209,1653,4,subhead,6. Chaṭṭhasikkhāpadavaṇṇanā,
NULL,p209,1654,100,bodytext,,
NULL,p209,1655,100,centered,,
NULL,p209,1656,100,bodytext,,
NULL,p209,1657,4,subhead,9. Navamasikkhāpadavaṇṇanā,
NULL,p209,1658,100,bodytext,,
NULL,p209,1659,100,centered,,
NULL,p209,1660,100,bodytext,,
NULL,p209,1661,100,centered,,
NULL,p209,1662,3,title,6. Ārāmavaggavaṇṇanā,
NULL,p209,1663,100,bodytext,,
NULL,p209,1664,4,subhead,2. Dutiyasikkhāpadavaṇṇanā,
NULL,p209,1665,100,bodytext,,
NULL,p209,1666,100,bodytext,,
NULL,p209,1667,100,centered,,
NULL,p209,1668,100,bodytext,,
NULL,p209,1669,4,subhead,4. Catutthasikkhāpadavaṇṇanā,
NULL,p209,1670,100,bodytext,,
NULL,p209,1671,100,centered,,
NULL,p209,1672,100,centered,,
NULL,p209,1673,3,title,7. Gabbhinivaggavaṇṇanā,
NULL,p209,1674,4,subhead,1. Paṭhamādisikkhāpadavaṇṇanā,
NULL,p209,1675,100,bodytext,,
NULL,p209,1676,100,bodytext,,
NULL,p209,1677,100,bodytext,,
NULL,p209,1678,100,bodytext,,
NULL,p209,1679,100,bodytext,,
NULL,p209,1680,100,centered,,
NULL,p209,1681,100,centered,,
NULL,p209,1682,3,title,8. Kumāribhūtavaggavaṇṇanā,
NULL,p209,1683,4,subhead,2. Dutiyādisikkhāpadavaṇṇanā,
NULL,p209,1684,100,bodytext,,
NULL,p209,1685,100,bodytext,,
NULL,p209,1686,100,bodytext,,
NULL,p209,1687,100,bodytext,,
NULL,p209,1688,100,bodytext,,
NULL,p209,1689,100,bodytext,,
NULL,p209,1690,100,gatha1,,
NULL,p209,1691,100,gathalast,,
NULL,p209,1692,100,bodytext,,
NULL,p209,1693,100,centered,,
NULL,p209,1694,100,centered,,
NULL,p209,1695,3,title,9. Chattupāhanavaggavaṇṇanā,
NULL,p209,1696,4,subhead,11. Ekādasamādisikkhāpadavaṇṇanā,
NULL,p209,1697,100,bodytext,,
NULL,p209,1698,100,bodytext,,
NULL,p209,1699,100,bodytext,,
NULL,p209,1700,100,centered,,
NULL,p209,1701,100,centered,,
NULL,p209,1702,4,subhead,Nigamanavaṇṇanā,
NULL,p209,1703,100,bodytext,,
NULL,p209,1704,100,centered,,
NULL,p209,1705,100,centered,,
NULL,p209,1706,100,centered,,
NULL,p209,1707,100,centered,,
NULL,p209,1708,2,chapter,Mahāvaggavaṇṇanā,大品详解
NULL,p209,1709,4,subhead,1. Mahākhandhakavaṇṇanā,
NULL,p209,1710,4,subhead,Bodhikathāvaṇṇanā,
NULL,p209,1711,100,gatha1,,
NULL,p209,1712,100,gathalast,,
NULL,p209,1713,100,bodytext,,
NULL,p209,1714,100,bodytext,,
NULL,p209,1715,100,bodytext,,
NULL,p209,1716,100,bodytext,,
NULL,p209,1717,100,bodytext,,
NULL,p209,1718,100,bodytext,,
NULL,p209,1719,100,bodytext,,
NULL,p209,1720,100,bodytext,,
NULL,p209,1721,100,bodytext,,
NULL,p209,1722,4,subhead,Ajapālakathāvaṇṇanā,
NULL,p209,1723,100,bodytext,,
NULL,p209,1724,100,centered,,
NULL,p209,1725,4,subhead,Mucalindakathāvaṇṇanā,
NULL,p209,1726,100,bodytext,,
NULL,p209,1727,100,centered,,
NULL,p209,1728,4,subhead,Rājāyatanakathāvaṇṇanā,
NULL,p209,1729,100,bodytext,,
NULL,p209,1730,100,centered,,
NULL,p209,1731,4,subhead,Brahmayācanakathāvaṇṇanā,
NULL,p209,1732,100,bodytext,,
NULL,p209,1733,100,bodytext,,
NULL,p209,1734,100,bodytext,,
NULL,p209,1735,100,bodytext,,
NULL,p209,1736,100,bodytext,,
NULL,p209,1737,100,centered,,
NULL,p209,1738,4,subhead,Pañcavaggiyakathāvaṇṇanā,
NULL,p209,1739,100,bodytext,,
NULL,p209,1740,100,bodytext,,
NULL,p209,1741,100,bodytext,,
NULL,p209,1742,100,bodytext,,
NULL,p209,1743,100,bodytext,,
NULL,p209,1744,100,bodytext,,
NULL,p209,1745,100,bodytext,,
NULL,p209,1746,100,bodytext,,
NULL,p209,1747,100,bodytext,,
NULL,p209,1748,100,bodytext,,
NULL,p209,1749,100,gatha1,,
NULL,p209,1750,100,gathalast,,
NULL,p209,1751,100,gatha1,,
NULL,p209,1752,100,gathalast,,
NULL,p209,1753,100,gatha1,,
NULL,p209,1754,100,gathalast,,
NULL,p209,1755,100,gatha1,,
NULL,p209,1756,100,gathalast,,
NULL,p209,1757,100,gatha1,,
NULL,p209,1758,100,gatha2,,
NULL,p209,1759,100,gatha3,,
NULL,p209,1760,100,gathalast,,
NULL,p209,1761,100,gatha1,,
NULL,p209,1762,100,gatha2,,
NULL,p209,1763,100,gatha3,,
NULL,p209,1764,100,gathalast,,
NULL,p209,1765,100,gatha1,,
NULL,p209,1766,100,gatha2,,
NULL,p209,1767,100,gatha3,,
NULL,p209,1768,100,gatha2,,
NULL,p209,1769,100,gatha1,,
NULL,p209,1770,100,gathalast,,
NULL,p209,1771,100,gatha1,,
NULL,p209,1772,100,gatha2,,
NULL,p209,1773,100,gatha3,,
NULL,p209,1774,100,gathalast,,
NULL,p209,1775,100,bodytext,,
NULL,p209,1776,100,bodytext,,
NULL,p209,1777,100,bodytext,,
NULL,p209,1778,100,bodytext,,
NULL,p209,1779,100,bodytext,,
NULL,p209,1780,100,bodytext,,
NULL,p209,1781,100,bodytext,,
NULL,p209,1782,100,centered,,
NULL,p209,1783,4,subhead,Pabbajjākathāvaṇṇanā,
NULL,p209,1784,100,bodytext,,
NULL,p209,1785,100,bodytext,,
NULL,p209,1786,100,bodytext,,
NULL,p209,1787,100,bodytext,,
NULL,p209,1788,100,bodytext,,
NULL,p209,1789,100,bodytext,,
NULL,p209,1790,100,bodytext,,
NULL,p209,1791,100,bodytext,,
NULL,p209,1792,100,gatha1,,
NULL,p209,1793,100,gathalast,,
NULL,p209,1794,100,bodytext,,
NULL,p209,1795,100,gatha1,,
NULL,p209,1796,100,gathalast,,
NULL,p209,1797,100,bodytext,,
NULL,p209,1798,100,centered,,
NULL,p209,1799,4,subhead,Dutiyamārakathāvaṇṇanā,
NULL,p209,1800,100,bodytext,,
NULL,p209,1801,100,centered,,
NULL,p209,1802,4,subhead,Uruvelapāṭihāriyakathāvaṇṇanā,
NULL,p209,1803,100,bodytext,,
NULL,p209,1804,100,bodytext,,
NULL,p209,1805,100,bodytext,,
NULL,p209,1806,100,bodytext,,
NULL,p209,1807,100,bodytext,,
NULL,p209,1808,100,bodytext,,
NULL,p209,1809,100,centered,,
NULL,p209,1810,4,subhead,Bimbisārasamāgamakathāvaṇṇanā,
NULL,p209,1811,100,bodytext,,
NULL,p209,1812,100,bodytext,,
NULL,p209,1813,100,gatha1,,
NULL,p209,1814,100,gathalast,,
NULL,p209,1815,100,gatha1,,
NULL,p209,1816,100,gathalast,,
NULL,p209,1817,100,bodytext,,
NULL,p209,1818,100,centered,,
NULL,p209,1819,4,subhead,Sāriputtamoggallānapabbajjākathāvaṇṇanā,
NULL,p209,1820,100,bodytext,,
NULL,p209,1821,100,bodytext,,
NULL,p209,1822,100,bodytext,,
NULL,p209,1823,100,gatha1,,
NULL,p209,1824,100,gatha2,,
NULL,p209,1825,100,gatha3,,
NULL,p209,1826,100,gathalast,,
NULL,p209,1827,100,gatha1,,
NULL,p209,1828,100,gatha2,,
NULL,p209,1829,100,gatha3,,
NULL,p209,1830,100,gathalast,,
NULL,p209,1831,100,centered,,
NULL,p209,1832,4,subhead,Upajjhāyavattakathāvaṇṇanā,
NULL,p209,1833,100,bodytext,,
NULL,p209,1834,100,bodytext,,
NULL,p209,1835,100,bodytext,,
NULL,p209,1836,100,bodytext,,
NULL,p209,1837,100,centered,,
NULL,p209,1838,4,subhead,Nasammāvattanādikathāvaṇṇanā,
NULL,p209,1839,100,bodytext,,
NULL,p209,1840,100,centered,,
NULL,p209,1841,4,subhead,Rādhabrāhmaṇavatthukathāvaṇṇanā,
NULL,p209,1842,100,bodytext,,
NULL,p209,1843,100,centered,,
NULL,p209,1844,4,subhead,Ācariyavattakathāvaṇṇanā,
NULL,p209,1845,100,bodytext,,
NULL,p209,1846,100,centered,,
NULL,p209,1847,4,subhead,Nissayapaṭippassaddhikathāvaṇṇanā,
NULL,p209,1848,100,bodytext,,
NULL,p209,1849,100,bodytext,,
NULL,p209,1850,100,bodytext,,
NULL,p209,1851,100,centered,,
NULL,p209,1852,4,subhead,Upasampādetabbapañcakakathāvaṇṇanā,
NULL,p209,1853,100,bodytext,,
NULL,p209,1854,100,centered,,
NULL,p209,1855,4,subhead,Aññatitthiyapubbavatthukathāvaṇṇanā,
NULL,p209,1856,100,bodytext,,
NULL,p209,1857,100,centered,,
NULL,p209,1858,4,subhead,Pañcābādhavatthukathāvaṇṇanā,
NULL,p209,1859,100,bodytext,,
NULL,p209,1860,100,centered,,
NULL,p209,1861,4,subhead,Coravatthukathāvaṇṇanā,
NULL,p209,1862,100,bodytext,,
NULL,p209,1863,100,centered,,
NULL,p209,1864,4,subhead,Iṇāyikadāsavatthukathāvaṇṇanā,
NULL,p209,1865,100,bodytext,,
NULL,p209,1866,100,bodytext,,
NULL,p209,1867,100,centered,,
NULL,p209,1868,4,subhead,Kammārabhaṇḍuvatthādikathāvaṇṇanā,
NULL,p209,1869,100,bodytext,,
NULL,p209,1870,100,bodytext,,
NULL,p209,1871,100,centered,,
NULL,p209,1872,4,subhead,Rāhulavatthukathāvaṇṇanā,
NULL,p209,1873,100,bodytext,,
NULL,p209,1874,100,gatha1,,
NULL,p209,1875,100,gatha2,,
NULL,p209,1876,100,gatha3,,
NULL,p209,1877,100,gathalast,,
NULL,p209,1878,100,bodytext,,
NULL,p209,1879,100,gatha1,,
NULL,p209,1880,100,gatha2,,
NULL,p209,1881,100,gatha3,,
NULL,p209,1882,100,gathalast,,
NULL,p209,1883,100,gatha1,,
NULL,p209,1884,100,gatha2,,
NULL,p209,1885,100,gatha3,,
NULL,p209,1886,100,gathalast,,
NULL,p209,1887,100,gatha1,,
NULL,p209,1888,100,gatha2,,
NULL,p209,1889,100,gatha3,,
NULL,p209,1890,100,gathalast,,
NULL,p209,1891,100,gatha1,,
NULL,p209,1892,100,gatha2,,
NULL,p209,1893,100,gatha3,,
NULL,p209,1894,100,gathalast,,
NULL,p209,1895,100,gatha1,,
NULL,p209,1896,100,gatha2,,
NULL,p209,1897,100,gatha3,,
NULL,p209,1898,100,gathalast,,
NULL,p209,1899,100,gatha1,,
NULL,p209,1900,100,gatha2,,
NULL,p209,1901,100,gatha3,,
NULL,p209,1902,100,gathalast,,
NULL,p209,1903,100,gatha1,,
NULL,p209,1904,100,gatha2,,
NULL,p209,1905,100,gatha3,,
NULL,p209,1906,100,gathalast,,
NULL,p209,1907,100,gatha1,,
NULL,p209,1908,100,gatha2,,
NULL,p209,1909,100,gatha3,,
NULL,p209,1910,100,gathalast,,
NULL,p209,1911,100,gatha1,,
NULL,p209,1912,100,gatha2,,
NULL,p209,1913,100,gatha3,,
NULL,p209,1914,100,gathalast,,
