type,end,end1,end2,grammar,endlen
.f.,mant,matīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
.f.,mant,mantībhi,ībhi,.f.$.pl.$.inst.,4
.f.,mant,mantīhi,īhi,.f.$.pl.$.inst.,4
.f.,mant,matībhi,ībhi,.f.$.pl.$.inst.,4
.f.,mant,matīhi,īhi,.f.$.pl.$.inst.,4
.f.,mant,mantīsu,īsu,.f.$.pl.$.loc.,4
.f.,mant,matīsu,īsu,.f.$.pl.$.loc.,4
.f.,mant,mantī,ī,.f.$.pl.$.nom.,4
.f.,mant,mantiyo,iyo,.f.$.pl.$.nom.,4
.f.,mant,matī,ī,.f.$.pl.$.nom.,4
.f.,mant,matiyo,iyo,.f.$.pl.$.nom.,4
.f.,mant,mantī,ī,.f.$.pl.$.voc.,4
.f.,mant,mantiyo,iyo,.f.$.pl.$.voc.,4
.f.,mant,matī,ī,.f.$.pl.$.voc.,4
.f.,mant,matiyo,iyo,.f.$.pl.$.voc.,4
.f.,mant,mantiyā,iyā,.f.$.sg.$.abl.,4
.f.,mant,matiyā,iyā,.f.$.sg.$.abl.,4
.f.,mant,mantiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,mant,matiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,mant,mantiyā,iyā,.f.$.sg.$.dat.,4
.f.,mant,matiyā,iyā,.f.$.sg.$.dat.,4
.f.,mant,mantiyā,iyā,.f.$.sg.$.gen.,4
.f.,mant,matiyā,iyā,.f.$.sg.$.gen.,4
.f.,mant,mantiyā,iyā,.f.$.sg.$.inst.,4
.f.,mant,matiyā,iyā,.f.$.sg.$.inst.,4
.f.,mant,mantiyā,iyā,.f.$.sg.$.loc.,4
.f.,mant,mantiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,mant,matiyā,iyā,.f.$.sg.$.loc.,4
.f.,mant,matiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,mant,mantī,ī,.f.$.sg.$.nom.,4
.f.,mant,matī,ī,.f.$.sg.$.nom.,4
.f.,mant,mantī,ī,.f.$.sg.$.voc.,4
.f.,mant,matī,ī,.f.$.sg.$.voc.,4
.m.,mant,mantebhi,ebhi,.m.$.pl.$.abl.,4
.m.,mant,mantehi,ehi,.m.$.pl.$.abl.,4
.m.,mant,mante,e,.m.$.pl.$.acc.,4
.m.,mant,mantānaṃ,ānaṃ,.m.$.pl.$.dat.,4
.m.,mant,mataṃ,aṃ,.m.$.pl.$.dat.,4
.m.,mant,mantānaṃ,ānaṃ,.m.$.pl.$.gen.,4
.m.,mant,mataṃ,aṃ,.m.$.pl.$.gen.,4
.m.,mant,mantebhi,ebhi,.m.$.pl.$.inst.,4
.m.,mant,mantehi,ehi,.m.$.pl.$.inst.,4
.m.,mant,mantesu,esu,.m.$.pl.$.loc.,4
.m.,mant,mā,mā,.m.$.pl.$.nom.,4
.m.,mant,mantā,ā,.m.$.pl.$.nom.,4
.m.,mant,manto,o,.m.$.pl.$.nom.,4
.m.,mant,mā,mā,.m.$.pl.$.voc.,4
.m.,mant,mantā,ā,.m.$.pl.$.voc.,4
.m.,mant,manto,o,.m.$.pl.$.voc.,4
.m.,mant,mantā,ā,.m.$.sg.$.abl.,4
.m.,mant,mantamhā,amhā,.m.$.sg.$.abl.,4
.m.,mant,mantasmā,asmā,.m.$.sg.$.abl.,4
.m.,mant,matā,ā,.m.$.sg.$.abl.,4
.m.,mant,maṃ,maṃ,.m.$.sg.$.acc.,4
.m.,mant,mantaṃ,aṃ,.m.$.sg.$.acc.,4
.m.,mant,mantassa,assa,.m.$.sg.$.dat.,4
.m.,mant,mato,o,.m.$.sg.$.dat.,4
.m.,mant,mantassa,assa,.m.$.sg.$.gen.,4
.m.,mant,mato,o,.m.$.sg.$.gen.,4
.m.,mant,matā,ā,.m.$.sg.$.inst.,4
.m.,mant,matena,ena,.m.$.sg.$.inst.,4
.m.,mant,mantamhi,amhi,.m.$.sg.$.loc.,4
.m.,mant,mantasmiṃ,asmiṃ,.m.$.sg.$.loc.,4
.m.,mant,mante,e,.m.$.sg.$.loc.,4
.m.,mant,mati,i,.m.$.sg.$.loc.,4
.m.,mant,mā,mā,.m.$.sg.$.nom.,4
.m.,mant,manto,o,.m.$.sg.$.nom.,4
.m.,mant,ma,a,.m.$.sg.$.voc.,4
.m.,mant,mā,ā,.m.$.sg.$.voc.,4
.m.,mant,maṃ,ṃ,.m.$.sg.$.voc.,4
.m.,mant,manta,a,.m.$.sg.$.voc.,4
.m.,mant,mantā,ā,.m.$.sg.$.voc.,4
.nt.,mant,mantebhi,ebhi,.nt.$.pl.$.abl.,4
.nt.,mant,mantehi,ehi,.nt.$.pl.$.abl.,4
.nt.,mant,mante,e,.nt.$.pl.$.acc.,4
.nt.,mant,mantānaṃ,ānaṃ,.nt.$.pl.$.dat.,4
.nt.,mant,mataṃ,aṃ,.nt.$.pl.$.dat.,4
.nt.,mant,mantānaṃ,ānaṃ,.nt.$.pl.$.gen.,4
.nt.,mant,mataṃ,aṃ,.nt.$.pl.$.gen.,4
.nt.,mant,mantebhi,ebhi,.nt.$.pl.$.inst.,4
.nt.,mant,mantehi,ehi,.nt.$.pl.$.inst.,4
.nt.,mant,mantesu,esu,.nt.$.pl.$.loc.,4
.nt.,mant,mā,mā,.nt.$.pl.$.nom.,4
.nt.,mant,mantā,ā,.nt.$.pl.$.nom.,4
.nt.,mant,manto,o,.nt.$.pl.$.nom.,4
.nt.,mant,mā,mā,.nt.$.pl.$.voc.,4
.nt.,mant,mantā,ā,.nt.$.pl.$.voc.,4
.nt.,mant,manto,o,.nt.$.pl.$.voc.,4
.nt.,mant,mantā,ā,.nt.$.sg.$.abl.,4
.nt.,mant,mantamhā,amhā,.nt.$.sg.$.abl.,4
.nt.,mant,mantasmā,asmā,.nt.$.sg.$.abl.,4
.nt.,mant,matā,ā,.nt.$.sg.$.abl.,4
.nt.,mant,maṃ,maṃ,.nt.$.sg.$.acc.,4
.nt.,mant,mantaṃ,aṃ,.nt.$.sg.$.acc.,4
.nt.,mant,mantassa,assa,.nt.$.sg.$.dat.,4
.nt.,mant,mato,o,.nt.$.sg.$.dat.,4
.nt.,mant,mantassa,assa,.nt.$.sg.$.gen.,4
.nt.,mant,mato,o,.nt.$.sg.$.gen.,4
.nt.,mant,matā,ā,.nt.$.sg.$.inst.,4
.nt.,mant,matena,ena,.nt.$.sg.$.inst.,4
.nt.,mant,mantamhi,amhi,.nt.$.sg.$.loc.,4
.nt.,mant,mantasmiṃ,asmiṃ,.nt.$.sg.$.loc.,4
.nt.,mant,mante,e,.nt.$.sg.$.loc.,4
.nt.,mant,mati,i,.nt.$.sg.$.loc.,4
.nt.,mant,maṃ,maṃ,.nt.$.sg.$.nom.,4
.nt.,mant,mantaṃ,aṃ,.nt.$.sg.$.nom.,4
.nt.,mant,ma,a,.nt.$.sg.$.voc.,4
.nt.,mant,mā,ā,.nt.$.sg.$.voc.,4
.nt.,mant,maṃ,ṃ,.nt.$.sg.$.voc.,4
.nt.,mant,manta,a,.nt.$.sg.$.voc.,4
.nt.,mant,mantā,ā,.nt.$.sg.$.voc.,4
.f.,manta,mantībhi,ībhi,.f.$.pl.$.abl.,5
.f.,manta,mantīhi,īhi,.f.$.pl.$.abl.,5
.f.,manta,matībhi,ībhi,.f.$.pl.$.abl.,5
.f.,manta,matīhi,īhi,.f.$.pl.$.abl.,5
.f.,manta,mantī,ī,.f.$.pl.$.acc.,5
.f.,manta,mantiyo,iyo,.f.$.pl.$.acc.,5
.f.,manta,matī,ī,.f.$.pl.$.acc.,5
.f.,manta,matiyo,iyo,.f.$.pl.$.acc.,5
.f.,manta,mantīnaṃ,īnaṃ,.f.$.pl.$.dat.,5
.f.,manta,matīnaṃ,īnaṃ,.f.$.pl.$.dat.,5
.f.,manta,mantīnaṃ,īnaṃ,.f.$.pl.$.gen.,5
.f.,manta,matīnaṃ,īnaṃ,.f.$.pl.$.gen.,5
.f.,manta,mantībhi,ībhi,.f.$.pl.$.inst.,5
.f.,manta,mantīhi,īhi,.f.$.pl.$.inst.,5
.f.,manta,matībhi,ībhi,.f.$.pl.$.inst.,5
.f.,manta,matīhi,īhi,.f.$.pl.$.inst.,5
.f.,manta,mantīsu,īsu,.f.$.pl.$.loc.,5
.f.,manta,matīsu,īsu,.f.$.pl.$.loc.,5
.f.,manta,mantī,ī,.f.$.pl.$.nom.,5
.f.,manta,mantiyo,iyo,.f.$.pl.$.nom.,5
.f.,manta,matī,ī,.f.$.pl.$.nom.,5
.f.,manta,matiyo,iyo,.f.$.pl.$.nom.,5
.f.,manta,mantī,ī,.f.$.pl.$.voc.,5
.f.,manta,mantiyo,iyo,.f.$.pl.$.voc.,5
.f.,manta,matī,ī,.f.$.pl.$.voc.,5
.f.,manta,matiyo,iyo,.f.$.pl.$.voc.,5
.f.,manta,mantiyā,iyā,.f.$.sg.$.abl.,5
.f.,manta,matiyā,iyā,.f.$.sg.$.abl.,5
.f.,manta,mantiṃ,iṃ,.f.$.sg.$.acc.,5
.f.,manta,matiṃ,iṃ,.f.$.sg.$.acc.,5
.f.,manta,mantiyā,iyā,.f.$.sg.$.dat.,5
.f.,manta,matiyā,iyā,.f.$.sg.$.dat.,5
.f.,manta,mantiyā,iyā,.f.$.sg.$.gen.,5
.f.,manta,matiyā,iyā,.f.$.sg.$.gen.,5
.f.,manta,mantiyā,iyā,.f.$.sg.$.inst.,5
.f.,manta,matiyā,iyā,.f.$.sg.$.inst.,5
.f.,manta,mantiyā,iyā,.f.$.sg.$.loc.,5
.f.,manta,mantiyaṃ,iyaṃ,.f.$.sg.$.loc.,5
.f.,manta,matiyā,iyā,.f.$.sg.$.loc.,5
.f.,manta,matiyaṃ,iyaṃ,.f.$.sg.$.loc.,5
.f.,manta,mantī,ī,.f.$.sg.$.nom.,5
.f.,manta,matī,ī,.f.$.sg.$.nom.,5
.f.,manta,mantī,ī,.f.$.sg.$.voc.,5
.f.,manta,matī,ī,.f.$.sg.$.voc.,5
.m.,manta,mantebhi,ebhi,.m.$.pl.$.abl.,5
.m.,manta,mantehi,ehi,.m.$.pl.$.abl.,5
.m.,manta,mante,e,.m.$.pl.$.acc.,5
.m.,manta,mantānaṃ,ānaṃ,.m.$.pl.$.dat.,5
.m.,manta,mataṃ,aṃ,.m.$.pl.$.dat.,5
.m.,manta,mantānaṃ,ānaṃ,.m.$.pl.$.gen.,5
.m.,manta,mataṃ,aṃ,.m.$.pl.$.gen.,5
.m.,manta,mantebhi,ebhi,.m.$.pl.$.inst.,5
.m.,manta,mantehi,ehi,.m.$.pl.$.inst.,5
.m.,manta,mantesu,esu,.m.$.pl.$.loc.,5
.m.,manta,mā,mā,.m.$.pl.$.nom.,5
.m.,manta,mantā,ā,.m.$.pl.$.nom.,5
.m.,manta,manto,o,.m.$.pl.$.nom.,5
.m.,manta,mā,mā,.m.$.pl.$.voc.,5
.m.,manta,mantā,ā,.m.$.pl.$.voc.,5
.m.,manta,manto,o,.m.$.pl.$.voc.,5
.m.,manta,mantā,ā,.m.$.sg.$.abl.,5
.m.,manta,mantamhā,amhā,.m.$.sg.$.abl.,5
.m.,manta,mantasmā,asmā,.m.$.sg.$.abl.,5
.m.,manta,matā,ā,.m.$.sg.$.abl.,5
.m.,manta,maṃ,maṃ,.m.$.sg.$.acc.,5
.m.,manta,mantaṃ,aṃ,.m.$.sg.$.acc.,5
.m.,manta,mantassa,assa,.m.$.sg.$.dat.,5
.m.,manta,mato,o,.m.$.sg.$.dat.,5
.m.,manta,mantassa,assa,.m.$.sg.$.gen.,5
.m.,manta,mato,o,.m.$.sg.$.gen.,5
.m.,manta,matā,ā,.m.$.sg.$.inst.,5
.m.,manta,matena,ena,.m.$.sg.$.inst.,5
.m.,manta,mantamhi,amhi,.m.$.sg.$.loc.,5
.m.,manta,mantasmiṃ,asmiṃ,.m.$.sg.$.loc.,5
.m.,manta,mante,e,.m.$.sg.$.loc.,5
.m.,manta,mati,i,.m.$.sg.$.loc.,5
.m.,manta,mā,mā,.m.$.sg.$.nom.,5
.m.,manta,manto,o,.m.$.sg.$.nom.,5
.m.,manta,ma,a,.m.$.sg.$.voc.,5
.m.,manta,mā,ā,.m.$.sg.$.voc.,5
.m.,manta,maṃ,ṃ,.m.$.sg.$.voc.,5
.m.,manta,manta,a,.m.$.sg.$.voc.,5
.m.,manta,mantā,ā,.m.$.sg.$.voc.,5
.nt.,manta,mantebhi,ebhi,.nt.$.pl.$.abl.,5
.nt.,manta,mantehi,ehi,.nt.$.pl.$.abl.,5
.nt.,manta,mante,e,.nt.$.pl.$.acc.,5
.nt.,manta,mantānaṃ,ānaṃ,.nt.$.pl.$.dat.,5
.nt.,manta,mataṃ,aṃ,.nt.$.pl.$.dat.,5
.nt.,manta,mantānaṃ,ānaṃ,.nt.$.pl.$.gen.,5
.nt.,manta,mataṃ,aṃ,.nt.$.pl.$.gen.,5
.nt.,manta,mantebhi,ebhi,.nt.$.pl.$.inst.,5
.nt.,manta,mantehi,ehi,.nt.$.pl.$.inst.,5
.nt.,manta,mantesu,esu,.nt.$.pl.$.loc.,5
.nt.,manta,mā,mā,.nt.$.pl.$.nom.,5
.nt.,manta,mantā,ā,.nt.$.pl.$.nom.,5
.nt.,manta,manto,o,.nt.$.pl.$.nom.,5
.nt.,manta,mā,mā,.nt.$.pl.$.voc.,5
.nt.,manta,mantā,ā,.nt.$.pl.$.voc.,5
.nt.,manta,manto,o,.nt.$.pl.$.voc.,5
.nt.,manta,mantā,ā,.nt.$.sg.$.abl.,5
.nt.,manta,mantamhā,amhā,.nt.$.sg.$.abl.,5
.nt.,manta,mantasmā,asmā,.nt.$.sg.$.abl.,5
.nt.,manta,matā,ā,.nt.$.sg.$.abl.,5
.nt.,manta,maṃ,maṃ,.nt.$.sg.$.acc.,5
.nt.,manta,mantaṃ,aṃ,.nt.$.sg.$.acc.,5
.nt.,manta,mantassa,assa,.nt.$.sg.$.dat.,5
.nt.,manta,mato,o,.nt.$.sg.$.dat.,5
.nt.,manta,mantassa,assa,.nt.$.sg.$.gen.,5
.nt.,manta,mato,o,.nt.$.sg.$.gen.,5
.nt.,manta,matā,ā,.nt.$.sg.$.inst.,5
.nt.,manta,matena,ena,.nt.$.sg.$.inst.,5
.nt.,manta,mantamhi,amhi,.nt.$.sg.$.loc.,5
.nt.,manta,mantasmiṃ,asmiṃ,.nt.$.sg.$.loc.,5
.nt.,manta,mante,e,.nt.$.sg.$.loc.,5
.nt.,manta,mati,i,.nt.$.sg.$.loc.,5
.nt.,manta,maṃ,maṃ,.nt.$.sg.$.nom.,5
.nt.,manta,mantaṃ,aṃ,.nt.$.sg.$.nom.,5
.nt.,manta,ma,a,.nt.$.sg.$.voc.,5
.nt.,manta,mā,ā,.nt.$.sg.$.voc.,5
.nt.,manta,maṃ,ṃ,.nt.$.sg.$.voc.,5
.nt.,manta,manta,a,.nt.$.sg.$.voc.,5
.nt.,manta,mantā,ā,.nt.$.sg.$.voc.,5
.f.,mat,mantībhi,ībhi,.f.$.pl.$.abl.,3
.f.,mat,mantīhi,īhi,.f.$.pl.$.abl.,3
.f.,mat,matībhi,ībhi,.f.$.pl.$.abl.,3
.f.,mat,matīhi,īhi,.f.$.pl.$.abl.,3
.f.,mat,mantī,ī,.f.$.pl.$.acc.,3
.f.,mat,mantiyo,iyo,.f.$.pl.$.acc.,3
.f.,mat,matī,ī,.f.$.pl.$.acc.,3
.f.,mat,matiyo,iyo,.f.$.pl.$.acc.,3
.f.,mat,mantīnaṃ,īnaṃ,.f.$.pl.$.dat.,3
.f.,mat,matīnaṃ,īnaṃ,.f.$.pl.$.dat.,3
.f.,mat,mantīnaṃ,īnaṃ,.f.$.pl.$.gen.,3
.f.,mat,matīnaṃ,īnaṃ,.f.$.pl.$.gen.,3
.f.,mat,mantībhi,ībhi,.f.$.pl.$.inst.,3
.f.,mat,mantīhi,īhi,.f.$.pl.$.inst.,3
.f.,mat,matībhi,ībhi,.f.$.pl.$.inst.,3
.f.,mat,matīhi,īhi,.f.$.pl.$.inst.,3
.f.,mat,mantīsu,īsu,.f.$.pl.$.loc.,3
.f.,mat,matīsu,īsu,.f.$.pl.$.loc.,3
.f.,mat,mantī,ī,.f.$.pl.$.nom.,3
.f.,mat,mantiyo,iyo,.f.$.pl.$.nom.,3
.f.,mat,matī,ī,.f.$.pl.$.nom.,3
.f.,mat,matiyo,iyo,.f.$.pl.$.nom.,3
.f.,mat,mantī,ī,.f.$.pl.$.voc.,3
.f.,mat,mantiyo,iyo,.f.$.pl.$.voc.,3
.f.,mat,matī,ī,.f.$.pl.$.voc.,3
.f.,mat,matiyo,iyo,.f.$.pl.$.voc.,3
.f.,mat,mantiyā,iyā,.f.$.sg.$.abl.,3
.f.,mat,matiyā,iyā,.f.$.sg.$.abl.,3
.f.,mat,mantiṃ,iṃ,.f.$.sg.$.acc.,3
.f.,mat,matiṃ,iṃ,.f.$.sg.$.acc.,3
.f.,mat,mantiyā,iyā,.f.$.sg.$.dat.,3
.f.,mat,matiyā,iyā,.f.$.sg.$.dat.,3
.f.,mat,mantiyā,iyā,.f.$.sg.$.gen.,3
.f.,mat,matiyā,iyā,.f.$.sg.$.gen.,3
.f.,mat,mantiyā,iyā,.f.$.sg.$.inst.,3
.f.,mat,matiyā,iyā,.f.$.sg.$.inst.,3
.f.,mat,mantiyā,iyā,.f.$.sg.$.loc.,3
.f.,mat,mantiyaṃ,iyaṃ,.f.$.sg.$.loc.,3
.f.,mat,matiyā,iyā,.f.$.sg.$.loc.,3
.f.,mat,matiyaṃ,iyaṃ,.f.$.sg.$.loc.,3
.f.,mat,mantī,ī,.f.$.sg.$.nom.,3
.f.,mat,matī,ī,.f.$.sg.$.nom.,3
.f.,mat,mantī,ī,.f.$.sg.$.voc.,3
.f.,mat,matī,ī,.f.$.sg.$.voc.,3
.m.,mat,mantebhi,ebhi,.m.$.pl.$.abl.,3
.m.,mat,mantehi,ehi,.m.$.pl.$.abl.,3
.m.,mat,mante,e,.m.$.pl.$.acc.,3
.m.,mat,mantānaṃ,ānaṃ,.m.$.pl.$.dat.,3
.m.,mat,mataṃ,aṃ,.m.$.pl.$.dat.,3
.m.,mat,mantānaṃ,ānaṃ,.m.$.pl.$.gen.,3
.m.,mat,mataṃ,aṃ,.m.$.pl.$.gen.,3
.m.,mat,mantebhi,ebhi,.m.$.pl.$.inst.,3
.m.,mat,mantehi,ehi,.m.$.pl.$.inst.,3
.m.,mat,mantesu,esu,.m.$.pl.$.loc.,3
.m.,mat,mā,mā,.m.$.pl.$.nom.,3
.m.,mat,mantā,ā,.m.$.pl.$.nom.,3
.m.,mat,manto,o,.m.$.pl.$.nom.,3
.m.,mat,mā,mā,.m.$.pl.$.voc.,3
.m.,mat,mantā,ā,.m.$.pl.$.voc.,3
.m.,mat,manto,o,.m.$.pl.$.voc.,3
.m.,mat,mantā,ā,.m.$.sg.$.abl.,3
.m.,mat,mantamhā,amhā,.m.$.sg.$.abl.,3
.m.,mat,mantasmā,asmā,.m.$.sg.$.abl.,3
.m.,mat,matā,ā,.m.$.sg.$.abl.,3
.m.,mat,maṃ,maṃ,.m.$.sg.$.acc.,3
.m.,mat,mantaṃ,aṃ,.m.$.sg.$.acc.,3
.m.,mat,mantassa,assa,.m.$.sg.$.dat.,3
.m.,mat,mato,o,.m.$.sg.$.dat.,3
.m.,mat,mantassa,assa,.m.$.sg.$.gen.,3
.m.,mat,mato,o,.m.$.sg.$.gen.,3
.m.,mat,matā,ā,.m.$.sg.$.inst.,3
.m.,mat,matena,ena,.m.$.sg.$.inst.,3
.m.,mat,mantamhi,amhi,.m.$.sg.$.loc.,3
.m.,mat,mantasmiṃ,asmiṃ,.m.$.sg.$.loc.,3
.m.,mat,mante,e,.m.$.sg.$.loc.,3
.m.,mat,mati,i,.m.$.sg.$.loc.,3
.m.,mat,mā,mā,.m.$.sg.$.nom.,3
.m.,mat,manto,o,.m.$.sg.$.nom.,3
.m.,mat,ma,a,.m.$.sg.$.voc.,3
.m.,mat,mā,ā,.m.$.sg.$.voc.,3
.m.,mat,maṃ,ṃ,.m.$.sg.$.voc.,3
.m.,mat,manta,a,.m.$.sg.$.voc.,3
.m.,mat,mantā,ā,.m.$.sg.$.voc.,3
.nt.,mat,mantebhi,ebhi,.nt.$.pl.$.abl.,3
.nt.,mat,mantehi,ehi,.nt.$.pl.$.abl.,3
.nt.,mat,mante,e,.nt.$.pl.$.acc.,3
.nt.,mat,mantānaṃ,ānaṃ,.nt.$.pl.$.dat.,3
.nt.,mat,mataṃ,aṃ,.nt.$.pl.$.dat.,3
.nt.,mat,mantānaṃ,ānaṃ,.nt.$.pl.$.gen.,3
.nt.,mat,mataṃ,aṃ,.nt.$.pl.$.gen.,3
.nt.,mat,mantebhi,ebhi,.nt.$.pl.$.inst.,3
.nt.,mat,mantehi,ehi,.nt.$.pl.$.inst.,3
.nt.,mat,mantesu,esu,.nt.$.pl.$.loc.,3
.nt.,mat,mā,mā,.nt.$.pl.$.nom.,3
.nt.,mat,mantā,ā,.nt.$.pl.$.nom.,3
.nt.,mat,manto,o,.nt.$.pl.$.nom.,3
.nt.,mat,mā,mā,.nt.$.pl.$.voc.,3
.nt.,mat,mantā,ā,.nt.$.pl.$.voc.,3
.nt.,mat,manto,o,.nt.$.pl.$.voc.,3
.nt.,mat,mantā,ā,.nt.$.sg.$.abl.,3
.nt.,mat,mantamhā,amhā,.nt.$.sg.$.abl.,3
.nt.,mat,mantasmā,asmā,.nt.$.sg.$.abl.,3
.nt.,mat,matā,ā,.nt.$.sg.$.abl.,3
.nt.,mat,maṃ,maṃ,.nt.$.sg.$.acc.,3
.nt.,mat,mantaṃ,aṃ,.nt.$.sg.$.acc.,3
.nt.,mat,mantassa,assa,.nt.$.sg.$.dat.,3
.nt.,mat,mato,o,.nt.$.sg.$.dat.,3
.nt.,mat,mantassa,assa,.nt.$.sg.$.gen.,3
.nt.,mat,mato,o,.nt.$.sg.$.gen.,3
.nt.,mat,matā,ā,.nt.$.sg.$.inst.,3
.nt.,mat,matena,ena,.nt.$.sg.$.inst.,3
.nt.,mat,mantamhi,amhi,.nt.$.sg.$.loc.,3
.nt.,mat,mantasmiṃ,asmiṃ,.nt.$.sg.$.loc.,3
.nt.,mat,mante,e,.nt.$.sg.$.loc.,3
.nt.,mat,mati,i,.nt.$.sg.$.loc.,3
.nt.,mat,maṃ,maṃ,.nt.$.sg.$.nom.,3
.nt.,mat,mantaṃ,aṃ,.nt.$.sg.$.nom.,3
.nt.,mat,ma,a,.nt.$.sg.$.voc.,3
.nt.,mat,mā,ā,.nt.$.sg.$.voc.,3
.nt.,mat,maṃ,ṃ,.nt.$.sg.$.voc.,3
.nt.,mat,manta,a,.nt.$.sg.$.voc.,3
.nt.,mat,mantā,ā,.nt.$.sg.$.voc.,3
.f.,mata,mantībhi,ībhi,.f.$.pl.$.abl.,4
.f.,mata,mantīhi,īhi,.f.$.pl.$.abl.,4
.f.,mata,matībhi,ībhi,.f.$.pl.$.abl.,4
.f.,mata,matīhi,īhi,.f.$.pl.$.abl.,4
.f.,mata,mantī,ī,.f.$.pl.$.acc.,4
.f.,mata,mantiyo,iyo,.f.$.pl.$.acc.,4
.f.,mata,matī,ī,.f.$.pl.$.acc.,4
.f.,mata,matiyo,iyo,.f.$.pl.$.acc.,4
.f.,mata,mantīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,mata,matīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,mata,mantīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
.f.,mata,matīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
.f.,mata,mantībhi,ībhi,.f.$.pl.$.inst.,4
.f.,mata,mantīhi,īhi,.f.$.pl.$.inst.,4
.f.,mata,matībhi,ībhi,.f.$.pl.$.inst.,4
.f.,mata,matīhi,īhi,.f.$.pl.$.inst.,4
.f.,mata,mantīsu,īsu,.f.$.pl.$.loc.,4
.f.,mata,matīsu,īsu,.f.$.pl.$.loc.,4
.f.,mata,mantī,ī,.f.$.pl.$.nom.,4
.f.,mata,mantiyo,iyo,.f.$.pl.$.nom.,4
.f.,mata,matī,ī,.f.$.pl.$.nom.,4
.f.,mata,matiyo,iyo,.f.$.pl.$.nom.,4
.f.,mata,mantī,ī,.f.$.pl.$.voc.,4
.f.,mata,mantiyo,iyo,.f.$.pl.$.voc.,4
.f.,mata,matī,ī,.f.$.pl.$.voc.,4
.f.,mata,matiyo,iyo,.f.$.pl.$.voc.,4
.f.,mata,mantiyā,iyā,.f.$.sg.$.abl.,4
.f.,mata,matiyā,iyā,.f.$.sg.$.abl.,4
.f.,mata,mantiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,mata,matiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,mata,mantiyā,iyā,.f.$.sg.$.dat.,4
.f.,mata,matiyā,iyā,.f.$.sg.$.dat.,4
.f.,mata,mantiyā,iyā,.f.$.sg.$.gen.,4
.f.,mata,matiyā,iyā,.f.$.sg.$.gen.,4
.f.,mata,mantiyā,iyā,.f.$.sg.$.inst.,4
.f.,mata,matiyā,iyā,.f.$.sg.$.inst.,4
.f.,mata,mantiyā,iyā,.f.$.sg.$.loc.,4
.f.,mata,mantiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,mata,matiyā,iyā,.f.$.sg.$.loc.,4
.f.,mata,matiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,mata,mantī,ī,.f.$.sg.$.nom.,4
.f.,mata,matī,ī,.f.$.sg.$.nom.,4
.f.,mata,mantī,ī,.f.$.sg.$.voc.,4
.f.,mata,matī,ī,.f.$.sg.$.voc.,4
.m.,mata,mantebhi,ebhi,.m.$.pl.$.abl.,4
.m.,mata,mantehi,ehi,.m.$.pl.$.abl.,4
.m.,mata,mante,e,.m.$.pl.$.acc.,4
.m.,mata,mantānaṃ,ānaṃ,.m.$.pl.$.dat.,4
.m.,mata,mataṃ,aṃ,.m.$.pl.$.dat.,4
.m.,mata,mantānaṃ,ānaṃ,.m.$.pl.$.gen.,4
.m.,mata,mataṃ,aṃ,.m.$.pl.$.gen.,4
.m.,mata,mantebhi,ebhi,.m.$.pl.$.inst.,4
.m.,mata,mantehi,ehi,.m.$.pl.$.inst.,4
.m.,mata,mantesu,esu,.m.$.pl.$.loc.,4
.m.,mata,mā,mā,.m.$.pl.$.nom.,4
.m.,mata,mantā,ā,.m.$.pl.$.nom.,4
.m.,mata,manto,o,.m.$.pl.$.nom.,4
.m.,mata,mā,mā,.m.$.pl.$.voc.,4
.m.,mata,mantā,ā,.m.$.pl.$.voc.,4
.m.,mata,manto,o,.m.$.pl.$.voc.,4
.m.,mata,mantā,ā,.m.$.sg.$.abl.,4
.m.,mata,mantamhā,amhā,.m.$.sg.$.abl.,4
.m.,mata,mantasmā,asmā,.m.$.sg.$.abl.,4
.m.,mata,matā,ā,.m.$.sg.$.abl.,4
.m.,mata,maṃ,maṃ,.m.$.sg.$.acc.,4
.m.,mata,mantaṃ,aṃ,.m.$.sg.$.acc.,4
.m.,mata,mantassa,assa,.m.$.sg.$.dat.,4
.m.,mata,mato,o,.m.$.sg.$.dat.,4
.m.,mata,mantassa,assa,.m.$.sg.$.gen.,4
.m.,mata,mato,o,.m.$.sg.$.gen.,4
.m.,mata,matā,ā,.m.$.sg.$.inst.,4
.m.,mata,matena,ena,.m.$.sg.$.inst.,4
.m.,mata,mantamhi,amhi,.m.$.sg.$.loc.,4
.m.,mata,mantasmiṃ,asmiṃ,.m.$.sg.$.loc.,4
.m.,mata,mante,e,.m.$.sg.$.loc.,4
.m.,mata,mati,i,.m.$.sg.$.loc.,4
.m.,mata,mā,mā,.m.$.sg.$.nom.,4
