type,end,end1,end2,grammar,endlen
.m.,o,assā,sa,.m.$.sg.$.dat.,1
.m.,as,enā,na,.m.$.sg.$.inst.,2
.m.,o,enā,na,.m.$.sg.$.inst.,1
.m.,as,asī,i,.m.$.sg.$.loc.,2
.m.,as,amhī,mhi,.m.$.sg.$.loc.,2
.m.,o,asī,i,.m.$.sg.$.loc.,1
.m.,o,amhī,mhi,.m.$.sg.$.loc.,1
.m.,as,ehī,hi,.m.$.pl.$.inst.,2
.m.,as,ebhī,bhi,.m.$.pl.$.inst.,2
.m.,o,ehī,hi,.m.$.pl.$.inst.,1
.m.,o,ebhī,bhi,.m.$.pl.$.inst.,1
.m.,as,ehī,hi,.m.$.pl.$.abl.,2
.m.,as,ebhī,bhi,.m.$.pl.$.abl.,2
.m.,o,ehī,hi,.m.$.pl.$.abl.,1
.m.,o,ebhī,bhi,.m.$.pl.$.abl.,1
.m.,as,esū,su,.m.$.pl.$.loc.,2
.m.,o,esū,su,.m.$.pl.$.loc.,1
.nt.,as,assā,sa,.nt.$.sg.$.gen.,2
.nt.,o,assā,sa,.nt.$.sg.$.gen.,1
.nt.,as,assā,sa,.nt.$.sg.$.dat.,2
.nt.,o,assā,sa,.nt.$.sg.$.dat.,1
.nt.,as,enā,na,.nt.$.sg.$.inst.,2
.nt.,o,enā,na,.nt.$.sg.$.inst.,1
.nt.,as,asī,i,.nt.$.sg.$.loc.,2
.nt.,as,amhī,mhi,.nt.$.sg.$.loc.,2
.nt.,o,asī,i,.nt.$.sg.$.loc.,1
.nt.,o,amhī,mhi,.nt.$.sg.$.loc.,1
.nt.,as,ehī,hi,.nt.$.pl.$.inst.,2
.nt.,as,ebhī,bhi,.nt.$.pl.$.inst.,2
.nt.,o,ehī,hi,.nt.$.pl.$.inst.,1
.nt.,o,ebhī,bhi,.nt.$.pl.$.inst.,1
.nt.,as,ehī,hi,.nt.$.pl.$.abl.,2
.nt.,as,ebhī,bhi,.nt.$.pl.$.abl.,2
.nt.,o,ehī,hi,.nt.$.pl.$.abl.,1
.nt.,o,ebhī,bhi,.nt.$.pl.$.abl.,1
.nt.,as,esū,su,.nt.$.pl.$.loc.,2
.nt.,o,esū,su,.nt.$.pl.$.loc.,1
.m.,an,assā,sa,.m.$.sg.$.gen.,2
.m.,an,assā,sa,.m.$.sg.$.dat.,2
.m.,an,enā,na,.m.$.sg.$.inst.,2
.m.,an,anī,i,.m.$.sg.$.loc.,2
.m.,an,amhī,mhi,.m.$.sg.$.loc.,2
.m.,an,anehī,hi,.m.$.pl.$.inst.,2
.m.,an,anebhī,bhi,.m.$.pl.$.inst.,2
.m.,an,anehī,hi,.m.$.pl.$.abl.,2
.m.,an,anebhī,bhi,.m.$.pl.$.abl.,2
.m.,an,anesū,su,.m.$.pl.$.loc.,2
.nt.,an,assā,sa,.nt.$.sg.$.gen.,2
.nt.,an,assā,sa,.nt.$.sg.$.dat.,2
.nt.,an,enā,na,.nt.$.sg.$.inst.,2
.nt.,an,amhī,mhi,.nt.$.sg.$.loc.,2
.nt.,an,ānī,ni,.nt.$.pl.$.nom.,2
.nt.,an,ānī,ni,.nt.$.pl.$.voc.,2
.nt.,an,ānī,ni,.nt.$.pl.$.acc.,2
.nt.,an,ehī,hi,.nt.$.pl.$.inst.,2
.nt.,an,ebhī,bhi,.nt.$.pl.$.inst.,2
.nt.,an,ehī,hi,.nt.$.pl.$.abl.,2
.nt.,an,ebhī,bhi,.nt.$.pl.$.abl.,2
.nt.,an,esū,su,.nt.$.pl.$.loc.,2
.f.,ar,assā,sa,.f.$.sg.$.gen.,2
.f.,ar,assā,sa,.f.$.sg.$.dat.,2
.f.,ar,enā,na,.f.$.sg.$.inst.,2
.f.,ar,amhī,mhi,.f.$.sg.$.loc.,2
.f.,ar,ehī,hi,.f.$.pl.$.inst.,2
.f.,ar,āhī,bhi,.f.$.pl.$.inst.,2
.f.,ar,ehī,hi,.f.$.pl.$.abl.,2
.f.,ar,āhī,bhi,.f.$.pl.$.abl.,2
.f.,ar,esū,su,.f.$.pl.$.loc.,2
.f.,ar,āsū,su,.f.$.pl.$.loc.,2
.nt.,ar,assā,sa,.nt.$.sg.$.gen.,2
.nt.,ar,assā,sa,.nt.$.sg.$.dat.,2
.nt.,ar,enā,na,.nt.$.sg.$.inst.,2
.nt.,ar,amhī,mhi,.nt.$.sg.$.loc.,2
.nt.,ar,ehī,hi,.nt.$.pl.$.inst.,2
.nt.,ar,āhī,bhi,.nt.$.pl.$.inst.,2
.nt.,ar,ehī,hi,.nt.$.pl.$.abl.,2
.nt.,ar,āhī,bhi,.nt.$.pl.$.abl.,2
.nt.,ar,esū,su,.nt.$.pl.$.loc.,2
.nt.,ar,āsū,su,.nt.$.pl.$.loc.,2
.m.,a,asī,i,.m.$.sg.$.loc.,1
.nt.,a,asī,i,.nt.$.sg.$.loc.,1
.m.,i,ihī,hi,.m.$.pl.$.inst.,1
.m.,i,ibhī,bhi,.m.$.pl.$.inst.,1
.m.,i,ihī,hi,.m.$.pl.$.abl.,1
.m.,i,ibhī,bhi,.m.$.pl.$.abl.,1
.m.,i,isū,su,.m.$.pl.$.loc.,1
.nt.,i,ihī,hi,.nt.$.pl.$.inst.,1
.nt.,i,ibhī,bhi,.nt.$.pl.$.inst.,1
.nt.,i,ihī,hi,.nt.$.pl.$.abl.,1
.nt.,i,ibhī,bhi,.nt.$.pl.$.abl.,1
.nt.,i,isū,su,.nt.$.pl.$.loc.,1
.m.,ī,īsū,su,.m.$.pl.$.loc.,1
.f.,ī,isū,su,.f.$.pl.$.loc.,1
.m.,ar,ussā,sa,.m.$.sg.$.dat.,2
.m.,ar,ussā,sa,.m.$.sg.$.gen.,2
.m.,ar,arī,i,.m.$.sg.$.loc.,2
.m.,ar,ārehī,hi,.m.$.pl.$.inst.,2
.m.,ar,ārebhī,bhi,.m.$.pl.$.inst.,2
.m.,ar,ārehī,hi,.m.$.pl.$.abl.,2
.m.,ar,ārebhī,bhi,.m.$.pl.$.abl.,2
.m.,ar,āresū,su,.m.$.pl.$.loc.,2
.m.,ar,ūsū,su,.m.$.pl.$.loc.,2
.m.,an,ubhī,bhi,.m.$.pl.$.inst.,2
.m.,an,ūbhī,bhi,.m.$.pl.$.inst.,2
.m.,an,uhī,hi,.m.$.pl.$.inst.,2
.m.,an,ūhī,hi,.m.$.pl.$.inst.,2
.m.,an,esū,su,.m.$.pl.$.loc.,2
.m.,an,ūsū,su,.m.$.pl.$.loc.,2
.m.,an,usū,su,.m.$.pl.$.loc.,2
.nt.,an,anī,i,.nt.$.sg.$.loc.,2
.m.,as,ānī,ni,.m.$.pl.$.nom.,2
.m.,as,ānī,ni,.m.$.pl.$.acc.,2
.m.,as,ānī,ni,.m.$.pl.$.voc.,2
.nt.,as,ānī,ni,.m.$.pl.$.nom.,2
.nt.,as,ānī,ni,.m.$.pl.$.acc.,2
.nt.,as,ānī,ni,.m.$.pl.$.voc.,2
.m.,as,ānī,ni,.m.$.pl.$.nom.,2
.m.,as,ānī,ni,.m.$.pl.$.acc.,2
.m.,as,ānī,ni,.m.$.pl.$.voc.,2
.nt.,us,ussā,sa,.m.$.sg.$.dat.,2
.nt.,us,ussā,sa,.m.$.sg.$.gen.,2
.nt.,us,unī,i,.m.$.sg.$.loc.,2
.nt.,us,usī,i,.m.$.sg.$.loc.,2
.nt.,us,ūnī,ni,.m.$.pl.$.nom.,2
.nt.,us,ūnī,ni,.m.$.pl.$.voc.,2
.nt.,us,ūnī,ni,.m.$.pl.$.acc.,2
.nt.,us,ūhī,hi,.m.$.pl.$.inst.,2
.nt.,us,ūbhī,bhi,.m.$.pl.$.inst.,2
.nt.,us,ūhī,bi,.m.$.pl.$.abl.,2
.nt.,us,ūbhī,bhi,.m.$.pl.$.abl.,2
.nt.,us,ūsū,su,.m.$.pl.$.loc.,2
